file,n,code,user,sys
py/main_tuple.py,1000,0,0.01,0.00
py/main_tuple.py,1000,0,0.01,0.00
py/main_tuple.py,1000,0,0.01,0.00
py/main_tuple.py,1000,0,0.01,0.00
py/main_tuple.py,1000,0,0.01,0.00
py/main_tuple.py,1000,0,0.00,0.00
py/main_tuple.py,1000,0,0.00,0.01
py/main_tuple.py,1000,0,0.01,0.00
py/main_tuple.py,1000,0,0.01,0.00
py/main_tuple.py,1000,0,0.01,0.00
py/main_tuple.py,5000,0,0.01,0.00
py/main_tuple.py,5000,0,0.02,0.00
py/main_tuple.py,5000,0,0.02,0.00
py/main_tuple.py,5000,0,0.00,0.02
py/main_tuple.py,5000,0,0.02,0.00
py/main_tuple.py,5000,0,0.01,0.00
py/main_tuple.py,5000,0,0.01,0.01
py/main_tuple.py,5000,0,0.00,0.01
py/main_tuple.py,5000,0,0.01,0.00
py/main_tuple.py,5000,0,0.01,0.01
py/main_tuple.py,10000,0,0.00,0.03
py/main_tuple.py,10000,0,0.02,0.00
py/main_tuple.py,10000,0,0.03,0.00
py/main_tuple.py,10000,0,0.01,0.02
py/main_tuple.py,10000,0,0.02,0.02
py/main_tuple.py,10000,0,0.02,0.01
py/main_tuple.py,10000,0,0.01,0.02
py/main_tuple.py,10000,0,0.03,0.01
py/main_tuple.py,10000,0,0.01,0.02
py/main_tuple.py,10000,0,0.02,0.01
py/main_tuple.py,50000,0,0.26,1.88
py/main_tuple.py,50000,0,0.26,0.41
py/main_tuple.py,50000,0,0.25,0.38
py/main_tuple.py,50000,0,0.20,0.35
py/main_tuple.py,50000,0,0.24,0.34
py/main_tuple.py,50000,0,0.23,0.37
py/main_tuple.py,50000,0,0.24,0.31
py/main_tuple.py,50000,0,0.21,0.39
py/main_tuple.py,50000,0,0.19,0.38
py/main_tuple.py,50000,0,0.23,0.37
py/main_tuple.py,100000,0,1.58,12.92
py/main_tuple.py,100000,0,0.94,2.14
py/main_tuple.py,100000,0,1.25,1.68
py/main_tuple.py,100000,0,0.85,1.79
py/main_tuple.py,100000,0,0.87,1.86
py/main_tuple.py,100000,0,0.95,1.73
py/main_tuple.py,100000,0,0.99,1.98
py/main_tuple.py,100000,0,0.94,2.10
py/main_tuple.py,100000,0,0.85,1.80
py/main_tuple.py,100000,0,1.42,2.76
py/main_dict.py,1000,0,0.05,0.00
py/main_dict.py,1000,0,0.06,0.00
py/main_dict.py,1000,0,0.08,0.00
py/main_dict.py,1000,0,0.01,0.00
py/main_dict.py,1000,0,0.03,0.00
py/main_dict.py,1000,0,0.01,0.00
py/main_dict.py,1000,0,0.02,0.00
py/main_dict.py,1000,0,0.00,0.00
py/main_dict.py,1000,0,0.02,0.00
py/main_dict.py,1000,0,0.02,0.00
py/main_dict.py,5000,0,0.04,0.01
py/main_dict.py,5000,0,0.02,0.00
py/main_dict.py,5000,0,0.04,0.00
py/main_dict.py,5000,0,0.02,0.01
py/main_dict.py,5000,0,0.02,0.00
py/main_dict.py,5000,0,0.01,0.00
py/main_dict.py,5000,0,0.01,0.00
py/main_dict.py,5000,0,0.01,0.01
py/main_dict.py,5000,0,0.01,0.00
py/main_dict.py,5000,0,0.03,0.00
py/main_dict.py,10000,0,0.04,0.01
py/main_dict.py,10000,0,0.01,0.03
py/main_dict.py,10000,0,0.03,0.02
py/main_dict.py,10000,0,0.03,0.02
py/main_dict.py,10000,0,0.04,0.02
py/main_dict.py,10000,0,0.01,0.03
py/main_dict.py,10000,0,0.04,0.02
py/main_dict.py,10000,0,0.03,0.02
py/main_dict.py,10000,0,0.05,0.02
py/main_dict.py,10000,0,0.06,0.02
py/main_dict.py,50000,0,0.26,0.51
py/main_dict.py,50000,0,0.41,0.47
py/main_dict.py,50000,0,0.25,0.42
py/main_dict.py,50000,0,0.21,0.36
py/main_dict.py,50000,0,0.31,0.37
py/main_dict.py,50000,0,0.26,0.32
py/main_dict.py,50000,0,0.23,0.33
py/main_dict.py,50000,0,0.21,0.38
py/main_dict.py,50000,0,0.23,0.35
py/main_dict.py,50000,0,0.24,0.33
py/main_dict.py,100000,0,0.86,2.16
py/main_dict.py,100000,0,0.77,1.93
py/main_dict.py,100000,0,0.81,1.77
py/main_dict.py,100000,0,0.98,1.57
py/main_dict.py,100000,0,0.84,1.76
py/main_dict.py,100000,0,0.82,1.81
py/main_dict.py,100000,0,0.89,1.72
py/main_dict.py,100000,0,0.83,1.72
py/main_dict.py,100000,0,0.92,1.68
py/main_dict.py,100000,0,1.22,1.83
py/main_csv_dict.py,1000,0,0.02,0.01
py/main_csv_dict.py,1000,0,0.02,0.00
py/main_csv_dict.py,1000,0,0.03,0.00
py/main_csv_dict.py,1000,0,0.02,0.00
py/main_csv_dict.py,1000,0,0.02,0.00
py/main_csv_dict.py,1000,0,0.03,0.00
py/main_csv_dict.py,1000,0,0.02,0.00
py/main_csv_dict.py,1000,0,0.00,0.01
py/main_csv_dict.py,1000,0,0.01,0.00
py/main_csv_dict.py,1000,0,0.02,0.00
py/main_csv_dict.py,5000,0,0.18,0.02
py/main_csv_dict.py,5000,0,0.23,0.00
py/main_csv_dict.py,5000,0,0.18,0.01
py/main_csv_dict.py,5000,0,0.21,0.00
py/main_csv_dict.py,5000,0,0.19,0.01
py/main_csv_dict.py,5000,0,0.19,0.00
py/main_csv_dict.py,5000,0,0.20,0.00
py/main_csv_dict.py,5000,0,0.22,0.00
py/main_csv_dict.py,5000,0,0.21,0.00
py/main_csv_dict.py,5000,0,0.25,0.00
py/main_csv_dict.py,10000,0,0.79,0.03
py/main_csv_dict.py,10000,0,0.69,0.02
py/main_csv_dict.py,10000,0,0.71,0.01
py/main_csv_dict.py,10000,0,0.69,0.03
py/main_csv_dict.py,10000,0,0.68,0.01
py/main_csv_dict.py,10000,0,0.68,0.02
py/main_csv_dict.py,10000,0,0.72,0.01
py/main_csv_dict.py,10000,0,0.69,0.00
py/main_csv_dict.py,10000,0,0.70,0.01
py/main_csv_dict.py,10000,0,0.66,0.01
py/main_csv_dict.py,50000,0,16.27,0.37
py/main_csv_dict.py,50000,0,18.68,0.30
py/main_csv_dict.py,50000,0,16.19,0.36
py/main_csv_dict.py,50000,0,16.31,0.35
py/main_csv_dict.py,50000,0,16.12,0.36
py/main_csv_dict.py,50000,0,16.18,0.43
py/main_csv_dict.py,50000,0,16.12,0.36
py/main_csv_dict.py,50000,0,17.73,0.35
py/main_csv_dict.py,50000,0,17.06,0.33
py/main_csv_dict.py,50000,0,15.99,0.34
py/main_csv_dict.py,100000,0,93.10,2.23
py/main_csv_dict.py,100000,0,98.83,2.44
py/main_csv_dict.py,100000,0,95.30,2.23
py/main_csv_dict.py,100000,0,95.74,2.22
py/main_csv_dict.py,100000,0,94.41,2.33
py/main_csv_dict.py,100000,0,94.49,2.39
py/main_csv_dict.py,100000,0,95.84,2.11
py/main_csv_dict.py,100000,0,94.79,2.04
py/main_csv_dict.py,100000,0,93.65,2.17
py/main_csv_dict.py,100000,0,76.56,2.00
py/main_csv_dataclass.py,1000,0,0.04,0.00
py/main_csv_dataclass.py,1000,0,0.02,0.01
py/main_csv_dataclass.py,1000,0,0.02,0.00
py/main_csv_dataclass.py,1000,0,0.02,0.00
py/main_csv_dataclass.py,1000,0,0.02,0.00
py/main_csv_dataclass.py,1000,0,0.03,0.00
py/main_csv_dataclass.py,1000,0,0.03,0.00
py/main_csv_dataclass.py,1000,0,0.03,0.00
py/main_csv_dataclass.py,1000,0,0.03,0.00
py/main_csv_dataclass.py,1000,0,0.03,0.00
py/main_csv_dataclass.py,5000,0,0.22,0.00
py/main_csv_dataclass.py,5000,0,0.20,0.00
py/main_csv_dataclass.py,5000,0,0.20,0.00
py/main_csv_dataclass.py,5000,0,0.19,0.00
py/main_csv_dataclass.py,5000,0,0.18,0.02
py/main_csv_dataclass.py,5000,0,0.19,0.01
py/main_csv_dataclass.py,5000,0,0.22,0.01
py/main_csv_dataclass.py,5000,0,0.22,0.00
py/main_csv_dataclass.py,5000,0,0.30,0.01
py/main_csv_dataclass.py,5000,0,0.28,0.01
py/main_csv_dataclass.py,10000,0,0.66,0.01
py/main_csv_dataclass.py,10000,0,0.76,0.01
py/main_csv_dataclass.py,10000,0,0.73,0.02
py/main_csv_dataclass.py,10000,0,0.67,0.01
py/main_csv_dataclass.py,10000,0,0.66,0.02
py/main_csv_dataclass.py,10000,0,0.73,0.02
py/main_csv_dataclass.py,10000,0,0.71,0.01
py/main_csv_dataclass.py,10000,0,0.68,0.01
py/main_csv_dataclass.py,10000,0,0.71,0.02
py/main_csv_dataclass.py,10000,0,0.67,0.03
py/main_csv_dataclass.py,50000,0,16.70,0.39
py/main_csv_dataclass.py,50000,0,16.42,0.34
py/main_csv_dataclass.py,50000,0,16.63,0.42
py/main_csv_dataclass.py,50000,0,16.56,0.43
py/main_csv_dataclass.py,50000,0,16.44,0.39
py/main_csv_dataclass.py,50000,0,16.58,0.47
py/main_csv_dataclass.py,50000,0,16.33,0.38
py/main_csv_dataclass.py,50000,0,16.50,0.41
py/main_csv_dataclass.py,50000,0,16.62,0.35
py/main_csv_dataclass.py,50000,0,16.28,0.38
py/main_csv_dataclass.py,100000,0,65.55,1.60
py/main_csv_dataclass.py,100000,0,64.29,1.49
py/main_csv_dataclass.py,100000,0,64.47,1.34
py/main_csv_dataclass.py,100000,0,75.79,1.50
py/main_csv_dataclass.py,100000,0,69.84,1.64
py/main_csv_dataclass.py,100000,0,65.86,1.57
py/main_csv_dataclass.py,100000,0,65.03,1.55
py/main_csv_dataclass.py,100000,0,64.81,1.50
py/main_csv_dataclass.py,100000,0,66.52,1.44
py/main_csv_dataclass.py,100000,0,68.09,1.55
js/main_array.js,1000,0,0.02,0.03
js/main_array.js,1000,0,0.03,0.00
js/main_array.js,1000,0,0.01,0.02
js/main_array.js,1000,0,0.03,0.00
js/main_array.js,1000,0,0.01,0.01
js/main_array.js,1000,0,0.03,0.00
js/main_array.js,1000,0,0.02,0.00
js/main_array.js,1000,0,0.03,0.00
js/main_array.js,1000,0,0.01,0.02
js/main_array.js,1000,0,0.03,0.00
js/main_array.js,5000,0,0.07,0.02
js/main_array.js,5000,0,0.07,0.02
js/main_array.js,5000,0,0.04,0.04
js/main_array.js,5000,0,0.06,0.03
js/main_array.js,5000,0,0.07,0.02
js/main_array.js,5000,0,0.06,0.04
js/main_array.js,5000,0,0.09,0.03
js/main_array.js,5000,0,0.10,0.00
js/main_array.js,5000,0,0.07,0.02
js/main_array.js,5000,0,0.06,0.03
js/main_array.js,10000,0,0.15,0.03
js/main_array.js,10000,0,0.15,0.06
js/main_array.js,10000,0,0.13,0.05
js/main_array.js,10000,0,0.16,0.03
js/main_array.js,10000,0,0.15,0.05
js/main_array.js,10000,0,0.16,0.05
js/main_array.js,10000,0,0.16,0.04
js/main_array.js,10000,0,0.15,0.06
js/main_array.js,10000,0,0.17,0.04
js/main_array.js,10000,0,0.16,0.03
js/main_array.js,50000,0,2.04,0.42
js/main_array.js,50000,0,1.98,0.39
js/main_array.js,50000,0,2.02,0.39
js/main_array.js,50000,0,1.91,0.45
js/main_array.js,50000,0,1.93,0.47
js/main_array.js,50000,0,2.08,0.41
js/main_array.js,50000,0,1.83,0.56
js/main_array.js,50000,0,1.71,0.65
js/main_array.js,50000,0,1.89,0.44
js/main_array.js,50000,0,1.95,0.40
js/main_array.js,100000,0,11.90,2.71
js/main_array.js,100000,0,12.51,2.04
js/main_array.js,100000,0,12.26,2.09
js/main_array.js,100000,0,12.27,2.06
js/main_array.js,100000,0,12.07,1.97
js/main_array.js,100000,0,11.88,1.91
js/main_array.js,100000,0,12.04,1.79
js/main_array.js,100000,0,11.78,1.77
js/main_array.js,100000,0,12.57,1.96
js/main_array.js,100000,0,12.30,1.81
js/main_object.js,1000,0,0.06,0.00
js/main_object.js,1000,0,0.03,0.00
js/main_object.js,1000,0,0.01,0.01
js/main_object.js,1000,0,0.03,0.00
js/main_object.js,1000,0,0.01,0.02
js/main_object.js,1000,0,0.02,0.00
js/main_object.js,1000,0,0.02,0.00
js/main_object.js,1000,0,0.03,0.00
js/main_object.js,1000,0,0.02,0.01
js/main_object.js,1000,0,0.02,0.00
js/main_object.js,5000,0,0.06,0.03
js/main_object.js,5000,0,0.08,0.00
js/main_object.js,5000,0,0.08,0.01
js/main_object.js,5000,0,0.07,0.02
js/main_object.js,5000,0,0.04,0.04
js/main_object.js,5000,0,0.10,0.00
js/main_object.js,5000,0,0.06,0.03
js/main_object.js,5000,0,0.08,0.00
js/main_object.js,5000,0,0.06,0.03
js/main_object.js,5000,0,0.05,0.03
js/main_object.js,10000,0,0.16,0.01
js/main_object.js,10000,0,0.14,0.04
js/main_object.js,10000,0,0.13,0.04
js/main_object.js,10000,0,0.19,0.02
js/main_object.js,10000,0,0.13,0.04
js/main_object.js,10000,0,0.17,0.03
js/main_object.js,10000,0,0.13,0.06
js/main_object.js,10000,0,0.12,0.05
js/main_object.js,10000,0,0.11,0.06
js/main_object.js,10000,0,0.15,0.06
js/main_object.js,50000,0,2.09,0.50
js/main_object.js,50000,0,2.06,0.37
js/main_object.js,50000,0,1.90,0.44
js/main_object.js,50000,0,1.92,0.40
js/main_object.js,50000,0,1.91,0.50
js/main_object.js,50000,0,1.87,0.48
js/main_object.js,50000,0,1.74,0.59
js/main_object.js,50000,0,1.86,0.52
js/main_object.js,50000,0,1.82,0.49
js/main_object.js,50000,0,1.94,0.40
js/main_object.js,100000,0,11.69,1.56
js/main_object.js,100000,0,11.74,2.27
js/main_object.js,100000,0,11.83,1.89
js/main_object.js,100000,0,12.18,2.08
js/main_object.js,100000,0,11.53,1.86
js/main_object.js,100000,0,11.59,1.76
js/main_object.js,100000,0,11.56,1.92
js/main_object.js,100000,0,11.78,1.81
js/main_object.js,100000,0,11.79,1.99
js/main_object.js,100000,0,12.10,2.32
js/main_csv.js,1000,0,0.07,0.01
js/main_csv.js,1000,0,0.06,0.02
js/main_csv.js,1000,0,0.05,0.03
js/main_csv.js,1000,0,0.06,0.01
js/main_csv.js,1000,0,0.07,0.01
js/main_csv.js,1000,0,0.07,0.01
js/main_csv.js,1000,0,0.08,0.03
js/main_csv.js,1000,0,0.04,0.03
js/main_csv.js,1000,0,0.08,0.01
js/main_csv.js,1000,0,0.05,0.03
js/main_csv.js,5000,0,0.27,0.11
js/main_csv.js,5000,0,0.21,0.16
js/main_csv.js,5000,0,0.28,0.09
js/main_csv.js,5000,0,0.26,0.14
js/main_csv.js,5000,0,0.27,0.09
js/main_csv.js,5000,0,0.21,0.09
js/main_csv.js,5000,0,0.27,0.04
js/main_csv.js,5000,0,0.24,0.07
js/main_csv.js,5000,0,0.31,0.04
js/main_csv.js,5000,0,0.34,0.03
js/main_csv.js,10000,0,0.73,0.41
js/main_csv.js,10000,0,0.68,0.43
js/main_csv.js,10000,0,0.68,0.35
js/main_csv.js,10000,0,0.59,0.47
js/main_csv.js,10000,0,0.82,0.36
js/main_csv.js,10000,0,0.51,0.38
js/main_csv.js,10000,0,0.63,0.27
js/main_csv.js,10000,0,0.64,0.38
js/main_csv.js,10000,0,0.69,0.43
js/main_csv.js,10000,0,0.49,0.36
js/main_csv.js,50000,0,5.24,3.76
js/main_csv.js,50000,0,5.04,3.70
js/main_csv.js,50000,0,4.69,3.89
js/main_csv.js,50000,0,4.87,3.69
js/main_csv.js,50000,0,4.63,3.98
js/main_csv.js,50000,0,4.93,4.29
js/main_csv.js,50000,0,5.09,3.86
js/main_csv.js,50000,0,4.46,3.30
js/main_csv.js,50000,0,4.86,3.05
js/main_csv.js,50000,0,5.02,4.15
js/main_csv.js,100000,0,15.04,9.28
js/main_csv.js,100000,0,16.18,9.68
js/main_csv.js,100000,0,14.65,9.80
js/main_csv.js,100000,0,14.13,9.22
js/main_csv.js,100000,0,14.70,9.49
js/main_csv.js,100000,0,14.12,9.57
js/main_csv.js,100000,0,14.83,9.58
js/main_csv.js,100000,0,14.29,9.11
js/main_csv.js,100000,0,13.93,9.31
js/main_csv.js,100000,0,15.37,9.42
rs/fs_tuple,1000,0,0.00,0.00
rs/fs_tuple,1000,0,0.00,0.00
rs/fs_tuple,1000,0,0.00,0.00
rs/fs_tuple,1000,0,0.00,0.00
rs/fs_tuple,1000,0,0.00,0.00
rs/fs_tuple,1000,0,0.00,0.00
rs/fs_tuple,1000,0,0.00,0.00
rs/fs_tuple,1000,0,0.00,0.00
rs/fs_tuple,1000,0,0.00,0.00
rs/fs_tuple,1000,0,0.00,0.00
rs/fs_tuple,5000,0,0.00,0.00
rs/fs_tuple,5000,0,0.00,0.00
rs/fs_tuple,5000,0,0.00,0.00
rs/fs_tuple,5000,0,0.00,0.00
rs/fs_tuple,5000,0,0.00,0.00
rs/fs_tuple,5000,0,0.00,0.00
rs/fs_tuple,5000,0,0.00,0.00
rs/fs_tuple,5000,0,0.00,0.00
rs/fs_tuple,5000,0,0.00,0.00
rs/fs_tuple,5000,0,0.00,0.00
rs/fs_tuple,10000,0,0.01,0.01
rs/fs_tuple,10000,0,0.00,0.01
rs/fs_tuple,10000,0,0.01,0.01
rs/fs_tuple,10000,0,0.00,0.02
rs/fs_tuple,10000,0,0.01,0.01
rs/fs_tuple,10000,0,0.00,0.02
rs/fs_tuple,10000,0,0.01,0.01
rs/fs_tuple,10000,0,0.00,0.01
rs/fs_tuple,10000,0,0.01,0.01
rs/fs_tuple,10000,0,0.00,0.01
rs/fs_tuple,50000,0,0.17,0.42
rs/fs_tuple,50000,0,0.17,0.29
rs/fs_tuple,50000,0,0.17,0.33
rs/fs_tuple,50000,0,0.18,0.34
rs/fs_tuple,50000,0,0.15,0.30
rs/fs_tuple,50000,0,0.16,0.30
rs/fs_tuple,50000,0,0.16,0.31
rs/fs_tuple,50000,0,0.21,0.27
rs/fs_tuple,50000,0,0.14,0.33
rs/fs_tuple,50000,0,0.13,0.34
rs/fs_tuple,100000,0,1.64,3.50
rs/fs_tuple,100000,0,0.86,2.04
rs/fs_tuple,100000,0,0.60,1.47
rs/fs_tuple,100000,0,0.67,1.23
rs/fs_tuple,100000,0,0.66,1.25
rs/fs_tuple,100000,0,0.77,1.26
rs/fs_tuple,100000,0,0.54,1.32
rs/fs_tuple,100000,0,0.66,1.71
rs/fs_tuple,100000,0,0.74,1.39
rs/fs_tuple,100000,0,0.85,1.45
rs/fs_struct,1000,0,0.00,0.00
rs/fs_struct,1000,0,0.00,0.00
rs/fs_struct,1000,0,0.00,0.00
rs/fs_struct,1000,0,0.00,0.00
rs/fs_struct,1000,0,0.00,0.00
rs/fs_struct,1000,0,0.00,0.00
rs/fs_struct,1000,0,0.00,0.00
rs/fs_struct,1000,0,0.00,0.00
rs/fs_struct,1000,0,0.00,0.00
rs/fs_struct,1000,0,0.00,0.00
rs/fs_struct,5000,0,0.00,0.00
rs/fs_struct,5000,0,0.00,0.00
rs/fs_struct,5000,0,0.01,0.00
rs/fs_struct,5000,0,0.00,0.00
rs/fs_struct,5000,0,0.00,0.00
rs/fs_struct,5000,0,0.00,0.00
rs/fs_struct,5000,0,0.00,0.00
rs/fs_struct,5000,0,0.00,0.00
rs/fs_struct,5000,0,0.00,0.00
rs/fs_struct,5000,0,0.01,0.00
rs/fs_struct,10000,0,0.01,0.01
rs/fs_struct,10000,0,0.01,0.02
rs/fs_struct,10000,0,0.00,0.02
rs/fs_struct,10000,0,0.00,0.01
rs/fs_struct,10000,0,0.00,0.01
rs/fs_struct,10000,0,0.00,0.02
rs/fs_struct,10000,0,0.00,0.01
rs/fs_struct,10000,0,0.00,0.02
rs/fs_struct,10000,0,0.01,0.01
rs/fs_struct,10000,0,0.02,0.01
rs/fs_struct,50000,0,0.20,0.35
rs/fs_struct,50000,0,0.20,0.33
rs/fs_struct,50000,0,0.22,0.41
rs/fs_struct,50000,0,0.22,0.42
rs/fs_struct,50000,0,0.25,0.35
rs/fs_struct,50000,0,0.22,0.53
rs/fs_struct,50000,0,0.27,0.47
rs/fs_struct,50000,0,0.27,0.42
rs/fs_struct,50000,0,0.25,0.38
rs/fs_struct,50000,0,0.21,0.39
rs/fs_struct,100000,0,0.91,3.92
rs/fs_struct,100000,0,0.63,1.37
rs/fs_struct,100000,0,0.74,1.31
rs/fs_struct,100000,0,0.71,1.41
rs/fs_struct,100000,0,0.99,2.36
rs/fs_struct,100000,0,0.71,1.82
rs/fs_struct,100000,0,0.64,1.69
rs/fs_struct,100000,0,1.01,1.80
rs/fs_struct,100000,0,0.65,1.26
rs/fs_struct,100000,0,0.76,1.38
rs/csv_serde,1000,0,0.00,0.00
rs/csv_serde,1000,0,0.00,0.00
rs/csv_serde,1000,0,0.00,0.00
rs/csv_serde,1000,0,0.00,0.00
rs/csv_serde,1000,0,0.00,0.00
rs/csv_serde,1000,0,0.00,0.00
rs/csv_serde,1000,0,0.00,0.00
rs/csv_serde,1000,0,0.00,0.00
rs/csv_serde,1000,0,0.00,0.00
rs/csv_serde,1000,0,0.00,0.00
rs/csv_serde,5000,0,0.01,0.00
rs/csv_serde,5000,0,0.01,0.00
rs/csv_serde,5000,0,0.00,0.01
rs/csv_serde,5000,0,0.00,0.00
rs/csv_serde,5000,0,0.01,0.00
rs/csv_serde,5000,0,0.00,0.01
rs/csv_serde,5000,0,0.00,0.01
rs/csv_serde,5000,0,0.00,0.00
rs/csv_serde,5000,0,0.00,0.00
rs/csv_serde,5000,0,0.00,0.01
rs/csv_serde,10000,0,0.02,0.00
rs/csv_serde,10000,0,0.01,0.02
rs/csv_serde,10000,0,0.01,0.01
rs/csv_serde,10000,0,0.03,0.00
rs/csv_serde,10000,0,0.03,0.00
rs/csv_serde,10000,0,0.03,0.00
rs/csv_serde,10000,0,0.02,0.01
rs/csv_serde,10000,0,0.03,0.02
rs/csv_serde,10000,0,0.02,0.03
rs/csv_serde,10000,0,0.03,0.02
rs/csv_serde,50000,0,0.59,0.38
rs/csv_serde,50000,0,0.62,0.39
rs/csv_serde,50000,0,0.75,0.42
rs/csv_serde,50000,0,0.54,0.46
rs/csv_serde,50000,0,0.84,0.43
rs/csv_serde,50000,0,0.77,0.50
rs/csv_serde,50000,0,0.91,0.53
rs/csv_serde,50000,0,0.73,0.43
rs/csv_serde,50000,0,0.58,0.45
rs/csv_serde,50000,0,0.64,0.36
rs/csv_serde,100000,0,4.36,6.07
rs/csv_serde,100000,0,2.10,1.84
rs/csv_serde,100000,0,1.84,1.39
rs/csv_serde,100000,0,1.82,1.32
rs/csv_serde,100000,0,2.13,1.53
rs/csv_serde,100000,0,2.00,1.52
rs/csv_serde,100000,0,1.88,1.50
rs/csv_serde,100000,0,2.18,1.63
rs/csv_serde,100000,0,2.90,1.86
rs/csv_serde,100000,0,1.79,1.37
